order_id,date,store_id,product_id,qty,amount,payment
ORD103216,2026-05-27,S03,P18,2,36.00,银行卡
ORD103217,2026-05-27,S04,P16,2,10.00,支付宝
ORD103218,2026-05-27,S01,P02,2,60.00,银行卡
ORD103219,2026-05-27,S02,P13,4,80.00,会员储值
ORD103220,2026-05-27,S04,P10,2,48.00,微信
ORD103221,2026-05-27,S03,P18,2,36.00,微信
ORD103222,2026-05-27,S05,P17,1,12.00,现金
ORD103223,2026-05-27,S05,P01,1,32.00,银行卡
ORD103224,2026-05-27,S04,P11,1,26.00,会员储值
ORD103225,2026-05-27,S03,P10,2,48.00,微信
ORD103226,2026-05-27,S05,P08,2,50.00,支付宝
ORD103227,2026-05-27,S02,P13,2,40.00,银行卡
ORD103228,2026-05-27,S02,P01,2,64.00,银行卡
ORD103229,2026-05-27,S03,P07,2,44.00,现金
ORD103230,2026-05-27,S01,P07,3,66.00,支付宝
ORD103231,2026-05-27,S01,P12,1,8.00,微信
ORD103232,2026-05-27,S03,P07,1,22.00,会员储值
ORD103233,2026-05-27,S04,P11,1,26.00,现金
ORD103234,2026-05-27,S03,P10,1,24.00,支付宝
ORD103235,2026-05-27,S04,P16,1,5.00,银行卡
ORD103236,2026-05-27,S01,P05,1,34.00,现金
ORD103237,2026-05-27,S04,P05,1,34.00,会员储值
ORD103238,2026-05-27,S04,P18,1,18.00,现金
ORD103239,2026-05-27,S04,P15,1,6.00,支付宝
ORD103240,2026-05-27,S03,P03,2,52.00,银行卡
ORD103241,2026-05-27,S03,P01,2,64.00,会员储值
ORD103242,2026-05-27,S01,P17,3,36.00,会员储值
ORD103243,2026-05-27,S03,P02,2,60.00,银行卡
ORD103244,2026-05-27,S05,P02,3,90.00,支付宝
ORD103245,2026-05-27,S02,P18,1,18.00,微信
ORD103246,2026-05-27,S02,P02,1,30.00,支付宝
ORD103247,2026-05-27,S03,P11,1,26.00,微信
ORD103248,2026-05-27,S02,P12,3,24.00,现金
ORD103249,2026-05-27,S01,P13,2,40.00,银行卡
ORD103250,2026-05-27,S02,P14,1,10.00,支付宝
ORD103251,2026-05-27,S01,P01,1,32.00,会员储值
ORD103252,2026-05-27,S01,P08,2,50.00,现金
ORD103253,2026-05-27,S03,P17,3,36.00,银行卡
ORD103254,2026-05-27,S03,P20,2,44.00,微信
ORD103255,2026-05-27,S05,P20,3,66.00,会员储值
ORD103256,2026-05-27,S03,P15,1,6.00,会员储值
ORD103257,2026-05-27,S05,P11,2,52.00,会员储值
ORD103258,2026-05-27,S01,P19,4,60.00,现金
ORD103259,2026-05-27,S05,P10,2,48.00,银行卡
ORD103260,2026-05-27,S03,P03,2,52.00,现金
ORD103261,2026-05-27,S05,P04,1,38.00,现金
ORD103262,2026-05-27,S02,P11,3,78.00,微信
ORD103263,2026-05-27,S05,P06,2,84.00,现金
ORD103264,2026-05-27,S05,P07,1,22.00,会员储值
ORD103265,2026-05-27,S04,P08,2,50.00,微信
ORD103266,2026-05-27,S01,P06,1,42.00,微信
ORD103267,2026-05-27,S03,P10,2,48.00,现金
ORD103268,2026-05-27,S04,P15,3,18.00,会员储值
ORD103269,2026-05-27,S03,P17,2,24.00,银行卡
ORD103270,2026-05-27,S05,P17,2,24.00,现金
ORD103271,2026-05-27,S02,P14,2,20.00,银行卡
ORD103272,2026-05-27,S03,P20,1,22.00,会员储值
ORD103273,2026-05-27,S01,P01,1,32.00,微信
ORD103274,2026-05-27,S03,P11,1,26.00,支付宝
ORD103275,2026-05-27,S02,P20,1,22.00,会员储值
ORD103276,2026-05-27,S02,P01,2,64.00,银行卡
ORD103278,2026-05-27,S03,P13,1,20.00,支付宝
ORD103279,2026-05-27,S05,P05,1,34.00,银行卡
ORD103280,2026-05-27,S03,P15,1,6.00,会员储值
ORD103281,2026-05-27,S05,P06,1,42.00,会员储值
ORD103282,2026-05-27,S01,P09,1,18.00,银行卡
ORD103283,2026-05-27,S05,P17,3,36.00,银行卡
ORD103284,2026-05-27,S01,P08,4,100.00,会员储值
ORD103285,2026-05-27,S05,P14,1,10.00,现金
ORD103286,2026-05-27,S04,P18,1,18.00,支付宝
ORD103287,2026-05-27,S04,P19,1,15.00,会员储值
ORD103288,2026-05-27,S03,P17,1,12.00,会员储值
ORD103289,2026-05-27,S05,P14,2,20.00,会员储值
ORD103290,2026-05-27,S04,P04,1,38.00,支付宝
ORD103291,2026-05-27,S01,P10,2,48.00,银行卡
ORD103292,2026-05-27,S02,P16,3,15.00,微信
ORD103293,2026-05-27,S04,P08,2,50.00,现金
ORD103294,2026-05-27,S01,P05,3,102.00,现金
ORD103295,2026-05-27,S02,P15,4,24.00,微信
ORD103296,2026-05-27,S02,P19,1,15.00,微信
ORD103297,2026-05-27,S01,P20,2,44.00,现金
ORD103298,2026-05-27,S02,P18,1,18.00,银行卡
ORD103299,2026-05-27,S03,P14,4,40.00,现金
ORD103300,2026-05-27,S04,P11,1,26.00,银行卡
ORD103301,2026-05-27,S02,P03,2,52.00,银行卡
ORD103302,2026-05-27,S04,P07,1,22.00,银行卡
ORD103303,2026-05-27,S01,P02,1,30.00,银行卡
ORD103304,2026-05-27,S01,P17,1,12.00,微信
ORD103305,2026-05-27,S03,P20,2,44.00,现金
ORD103306,2026-05-27,S03,P04,1,38.00,支付宝
ORD103307,2026-05-27,S01,P02,1,30.00,银行卡
ORD103308,2026-05-27,S02,P13,2,40.00,支付宝
ORD103309,2026-05-27,S01,P02,1,30.00,银行卡
ORD103310,2026-05-27,S05,P04,1,38.00,微信
ORD103311,2026-05-27,S04,P15,1,6.00,会员储值
ORD103312,2026-05-27,S02,P19,1,15.00,会员储值
ORD103313,2026-05-27,S04,P18,1,18.00,支付宝
ORD103315,2026-05-27,S05,P08,3,75.00,会员储值
ORD103316,2026-05-27,S03,P15,1,6.00,现金
ORD103317,2026-05-27,S01,P04,3,114.00,微信
ORD103318,2026-05-27,S01,P13,1,20.00,支付宝
ORD103319,2026-05-27,S02,P20,2,44.00,微信
ORD103320,2026-05-27,S03,P04,1,38.00,现金
ORD103321,2026-05-27,S01,P17,1,12.00,银行卡
ORD103322,2026-05-27,S01,P08,4,100.00,支付宝
ORD103323,2026-05-27,S03,P11,4,104.00,微信
ORD103324,2026-05-27,S03,P20,4,88.00,微信
ORD103325,2026-05-27,S01,P17,4,48.00,支付宝
ORD103326,2026-05-27,S04,P01,1,32.00,现金
ORD103327,2026-05-27,S02,P08,2,50.00,微信
ORD103328,2026-05-27,S01,P07,1,22.00,支付宝
ORD103329,2026-05-27,S03,P12,2,16.00,支付宝
ORD103330,2026-05-27,S04,P09,2,36.00,现金
ORD103331,2026-05-27,S02,P14,1,10.00,会员储值
ORD103332,2026-05-27,S05,P05,4,136.00,现金
ORD103333,2026-05-27,S04,P18,1,18.00,会员储值
ORD103334,2026-05-27,S04,P11,1,26.00,微信
ORD103335,2026-05-27,S02,P13,1,20.00,支付宝
ORD103336,2026-05-27,S04,P17,1,12.00,支付宝
ORD103337,2026-05-27,S03,P13,1,20.00,银行卡
ORD103338,2026-05-27,S03,P17,1,12.00,现金
ORD103339,2026-05-27,S05,P10,2,48.00,微信
ORD103340,2026-05-27,S05,P04,2,76.00,支付宝
ORD103341,2026-05-27,S01,P07,1,22.00,银行卡
ORD103342,2026-05-27,S03,P13,2,40.00,银行卡
ORD103343,2026-05-27,S03,P17,1,12.00,银行卡
ORD103344,2026-05-27,S05,P07,1,22.00,微信
ORD103345,2026-05-27,S01,P15,2,12.00,银行卡
ORD103346,2026-05-28,S03,P14,2,20.00,会员储值
ORD103347,2026-05-28,S04,P18,3,54.00,现金
ORD103348,2026-05-28,S04,P20,1,22.00,银行卡
ORD103349,2026-05-28,S05,P16,2,10.00,会员储值
ORD103350,2026-05-28,S05,P01,1,32.00,微信
ORD103351,2026-05-28,S02,P06,1,42.00,微信
ORD103352,2026-05-28,S05,P04,1,38.00,会员储值
ORD103353,2026-05-28,S05,P12,3,24.00,支付宝
ORD103354,2026-05-28,S05,P01,1,32.00,微信
ORD103355,2026-05-28,S03,P13,1,20.00,现金
ORD103356,2026-05-28,S02,P15,3,18.00,支付宝
ORD103357,2026-05-28,S05,P10,4,96.00,现金
ORD103358,2026-05-28,S03,P16,2,10.00,银行卡
ORD103359,2026-05-28,S01,P10,2,48.00,银行卡
ORD103360,2026-05-28,S04,P19,1,15.00,会员储值
ORD103361,2026-05-28,S03,P03,3,78.00,微信
ORD103362,2026-05-28,S04,P16,2,10.00,会员储值
ORD103363,2026-05-28,S02,P18,3,54.00,微信
ORD103364,2026-05-28,S05,P01,4,128.00,银行卡
ORD103365,2026-05-28,S03,P01,2,64.00,微信
ORD103366,2026-05-28,S02,P18,2,36.00,会员储值
ORD103367,2026-05-28,S04,P13,1,20.00,微信
ORD103368,2026-05-28,S01,P10,2,48.00,银行卡
ORD103369,2026-05-28,S03,P14,4,40.00,银行卡
ORD103370,2026-05-28,S05,P12,1,8.00,银行卡
ORD103371,2026-05-28,S05,P19,1,15.00,微信
ORD103372,2026-05-28,S05,P09,2,36.00,银行卡
ORD103373,2026-05-28,S04,P02,1,30.00,银行卡
ORD103374,2026-05-28,S03,P01,1,32.00,会员储值
ORD103375,2026-05-28,S03,P20,1,22.00,会员储值
ORD103376,2026-05-28,S01,P15,2,12.00,现金
ORD103377,2026-05-28,S05,P06,1,42.00,微信
ORD103378,2026-05-28,S04,P14,1,10.00,微信
ORD103379,2026-05-28,S04,P12,2,16.00,会员储值
ORD103380,2026-05-28,S01,P03,1,26.00,微信
ORD103381,2026-05-28,S01,P06,1,42.00,微信
ORD103382,2026-05-28,S05,P04,3,114.00,支付宝
ORD103383,2026-05-28,S01,P10,1,24.00,银行卡
ORD103384,2026-05-28,S04,P20,1,22.00,支付宝
ORD103385,2026-05-28,S03,P14,1,10.00,微信
ORD103386,2026-05-28,S03,P10,1,24.00,银行卡
ORD103387,2026-05-28,S01,P02,1,30.00,现金
ORD103388,2026-05-28,S02,P19,1,15.00,支付宝
ORD103389,2026-05-28,S03,P02,1,30.00,支付宝
ORD103390,2026-05-28,S04,P02,2,60.00,支付宝
ORD103391,2026-05-28,S03,P16,1,5.00,会员储值
ORD103392,2026-05-28,S03,P06,4,168.00,银行卡
ORD103393,2026-05-28,S01,P14,1,10.00,微信
ORD103394,2026-05-28,S04,P04,3,114.00,微信
ORD103395,2026-05-28,S02,P07,2,44.00,现金
ORD103396,2026-05-28,S01,P01,2,64.00,支付宝
ORD103397,2026-05-28,S04,P10,1,24.00,会员储值
ORD103398,2026-05-28,S04,P12,1,8.00,银行卡
ORD103399,2026-05-28,S04,P09,1,18.00,微信
ORD103400,2026-05-28,S03,P20,1,22.00,会员储值
ORD103401,2026-05-28,S02,P10,1,24.00,支付宝
ORD103402,2026-05-28,S03,P16,1,5.00,银行卡
ORD103403,2026-05-28,S01,P08,1,25.00,银行卡
ORD103404,2026-05-28,S01,P08,1,25.00,微信
ORD103405,2026-05-28,S01,P08,1,25.00,会员储值
ORD103406,2026-05-28,S01,P07,1,22.00,支付宝
ORD103407,2026-05-28,S04,P07,2,44.00,银行卡
ORD103408,2026-05-28,S05,P05,1,34.00,支付宝
ORD103409,2026-05-28,S03,P07,1,22.00,微信
ORD103410,2026-05-28,S05,P01,1,32.00,支付宝
ORD103411,2026-05-28,S01,P11,1,26.00,会员储值
ORD103412,2026-05-28,S01,P15,1,6.00,银行卡
ORD103413,2026-05-28,S02,P15,1,6.00,银行卡
ORD103414,2026-05-28,S01,P06,1,42.00,银行卡
ORD103415,2026-05-28,S05,P04,4,152.00,微信
ORD103416,2026-05-28,S03,P17,1,12.00,银行卡
ORD103417,2026-05-28,S03,P18,2,36.00,银行卡
ORD103418,2026-05-28,S04,P13,1,20.00,银行卡
ORD103419,2026-05-28,S02,P05,1,34.00,银行卡
ORD103420,2026-05-28,S04,P01,2,64.00,现金
ORD103421,2026-05-28,S03,P14,1,10.00,银行卡
ORD103422,2026-05-28,S04,P09,3,54.00,现金
ORD103423,2026-05-28,S01,P07,1,22.00,支付宝
ORD103424,2026-05-28,S03,P16,1,5.00,银行卡
ORD103425,2026-05-28,S03,P14,2,20.00,支付宝
ORD103426,2026-05-28,S05,P02,1,30.00,微信
ORD103427,2026-05-28,S05,P11,3,78.00,会员储值
ORD103428,2026-05-28,S05,P04,1,38.00,微信
ORD103429,2026-05-28,S02,P16,1,5.00,支付宝
ORD103430,2026-05-28,S04,P10,4,96.00,现金
ORD103431,2026-05-28,S02,P05,2,68.00,现金
ORD103432,2026-05-28,S01,P08,1,25.00,会员储值
ORD103433,2026-05-28,S02,P07,2,44.00,现金
ORD103434,2026-05-28,S03,P09,2,36.00,银行卡
ORD103435,2026-05-28,S03,P16,1,5.00,现金
ORD103436,2026-05-28,S05,P17,1,12.00,银行卡
ORD103437,2026-05-28,S03,P17,3,36.00,现金
ORD103438,2026-05-28,S05,P07,3,66.00,现金
ORD103439,2026-05-28,S04,P08,1,25.00,会员储值
ORD103440,2026-05-28,S03,P09,2,36.00,微信
ORD103441,2026-05-28,S03,P04,2,76.00,现金
ORD103442,2026-05-28,S04,P08,2,50.00,支付宝
ORD103443,2026-05-28,S05,P04,1,38.00,现金
ORD103444,2026-05-28,S05,P09,1,18.00,支付宝
ORD103445,2026-05-28,S02,P02,1,30.00,银行卡
ORD103446,2026-05-28,S05,P17,2,24.00,微信
ORD103447,2026-05-28,S03,P14,1,10.00,银行卡
ORD103448,2026-05-28,S02,P16,1,5.00,现金
ORD103449,2026-05-28,S03,P05,3,102.00,会员储值
ORD103450,2026-05-28,S05,P10,2,48.00,支付宝
ORD103451,2026-05-28,S04,P19,1,15.00,银行卡
ORD103452,2026-05-28,S05,P01,2,64.00,银行卡
ORD103453,2026-05-28,S03,P08,1,25.00,现金
ORD103454,2026-05-29,S05,P05,1,34.00,现金
ORD103456,2026-05-29,S05,P05,3,102.00,支付宝
ORD103457,2026-05-29,S05,P09,1,18.00,银行卡
ORD103458,2026-05-29,S01,P06,2,84.00,会员储值
ORD103459,2026-05-29,S05,P07,1,22.00,银行卡
ORD103460,2026-05-29,S05,P06,1,42.00,银行卡
ORD103461,2026-05-29,S05,P06,3,126.00,现金
ORD103462,2026-05-29,S03,P05,2,68.00,微信
ORD103464,2026-05-29,S02,P10,1,24.00,现金
ORD103465,2026-05-29,S03,P10,3,72.00,会员储值
ORD103466,2026-05-29,S03,P11,3,78.00,会员储值
ORD103467,2026-05-29,S04,P07,3,66.00,会员储值
ORD103468,2026-05-29,S05,P15,2,12.00,银行卡
ORD103469,2026-05-29,S05,P17,1,12.00,银行卡
ORD103470,2026-05-29,S04,P19,1,15.00,会员储值
ORD103471,2026-05-29,S05,P08,1,25.00,会员储值
ORD103472,2026-05-29,S04,P14,1,10.00,支付宝
ORD103473,2026-05-29,S04,P03,2,52.00,会员储值
ORD103474,2026-05-29,S01,P01,2,64.00,会员储值
ORD103475,2026-05-29,S04,P11,1,26.00,银行卡
ORD103476,2026-05-29,S03,P05,3,102.00,现金
ORD103477,2026-05-29,S03,P10,4,96.00,会员储值
ORD103478,2026-05-29,S05,P02,2,60.00,银行卡
ORD103479,2026-05-29,S02,P14,2,20.00,支付宝
ORD103480,2026-05-29,S03,P07,2,44.00,支付宝
ORD103481,2026-05-29,S04,P20,1,22.00,微信
ORD103483,2026-05-29,S02,P18,2,36.00,银行卡
ORD103484,2026-05-29,S04,P17,1,12.00,微信
ORD103485,2026-05-29,S02,P18,1,18.00,会员储值
ORD103486,2026-05-29,S04,P02,1,30.00,银行卡
ORD103487,2026-05-29,S01,P12,1,8.00,支付宝
ORD103488,2026-05-29,S04,P16,1,5.00,银行卡
ORD103489,2026-05-29,S03,P13,1,20.00,支付宝
ORD103490,2026-05-29,S04,P09,2,36.00,支付宝
ORD103491,2026-05-29,S04,P03,2,52.00,会员储值
ORD103492,2026-05-29,S04,P03,3,78.00,会员储值
ORD103493,2026-05-29,S03,P01,2,64.00,现金
ORD103494,2026-05-29,S03,P11,2,52.00,会员储值
ORD103495,2026-05-29,S01,P01,1,32.00,现金
ORD103496,2026-05-29,S04,P16,4,20.00,支付宝
ORD103497,2026-05-29,S02,P06,3,126.00,支付宝
ORD103498,2026-05-29,S04,P11,1,26.00,支付宝
ORD103499,2026-05-29,S05,P10,1,24.00,支付宝
ORD103500,2026-05-29,S01,P03,1,26.00,会员储值
ORD103501,2026-05-29,S04,P13,2,40.00,支付宝
ORD103502,2026-05-29,S03,P14,1,10.00,现金
ORD103503,2026-05-29,S02,P07,1,22.00,微信
ORD103504,2026-05-29,S03,P19,1,15.00,会员储值
ORD103505,2026-05-29,S01,P17,3,36.00,现金
ORD103506,2026-05-29,S04,P16,1,5.00,微信
ORD103507,2026-05-29,S04,P07,3,66.00,银行卡
ORD103508,2026-05-29,S04,P05,2,68.00,支付宝
ORD103509,2026-05-29,S02,P04,2,76.00,会员储值
ORD103510,2026-05-29,S04,P05,1,34.00,微信
ORD103511,2026-05-29,S03,P10,2,48.00,会员储值
ORD103512,2026-05-29,S03,P16,1,5.00,微信
ORD103513,2026-05-29,S03,P12,3,24.00,会员储值
ORD103514,2026-05-29,S04,P19,3,45.00,微信
ORD103515,2026-05-29,S01,P06,1,42.00,现金
ORD103516,2026-05-29,S02,P11,1,26.00,微信
ORD103517,2026-05-29,S02,P11,1,26.00,银行卡
ORD103518,2026-05-29,S02,P05,1,34.00,会员储值
ORD103519,2026-05-29,S05,P20,1,22.00,银行卡
ORD103520,2026-05-29,S02,P01,2,64.00,会员储值
ORD103521,2026-05-29,S04,P02,1,30.00,支付宝
ORD103522,2026-05-29,S02,P01,1,32.00,银行卡
ORD103523,2026-05-29,S01,P14,1,10.00,银行卡
ORD103524,2026-05-29,S04,P01,1,32.00,支付宝
ORD103525,2026-05-29,S02,P08,1,25.00,银行卡
ORD103526,2026-05-29,S01,P13,1,20.00,银行卡
ORD103527,2026-05-29,S03,P03,1,26.00,会员储值
ORD103528,2026-05-29,S02,P18,3,54.00,现金
ORD103529,2026-05-29,S02,P09,1,18.00,现金
ORD103530,2026-05-29,S05,P02,1,30.00,微信
ORD103531,2026-05-29,S05,P12,2,16.00,支付宝
ORD103532,2026-05-29,S03,P20,1,22.00,银行卡
ORD103533,2026-05-29,S02,P20,3,66.00,微信
ORD103534,2026-05-29,S04,P16,2,10.00,现金
ORD103535,2026-05-29,S02,P13,1,20.00,支付宝
ORD103536,2026-05-29,S05,P15,1,6.00,银行卡
ORD103537,2026-05-29,S04,P11,1,26.00,微信
ORD103538,2026-05-29,S03,P09,1,18.00,现金
ORD103539,2026-05-29,S05,P04,3,114.00,现金
ORD103540,2026-05-29,S04,P13,3,60.00,银行卡
ORD103541,2026-05-29,S01,P17,3,36.00,微信
ORD103542,2026-05-29,S02,P03,1,26.00,现金
ORD103543,2026-05-29,S03,P12,1,8.00,银行卡
ORD103544,2026-05-29,S05,P15,3,18.00,微信
ORD103545,2026-05-29,S04,P18,1,18.00,银行卡
ORD103546,2026-05-29,S01,P17,2,24.00,微信
ORD103548,2026-05-29,S02,P01,1,32.00,会员储值
ORD103549,2026-05-29,S01,P02,1,30.00,支付宝
ORD103550,2026-05-29,S03,P14,2,20.00,现金
ORD103551,2026-05-29,S05,P06,1,42.00,现金
ORD103552,2026-05-29,S02,P10,2,48.00,支付宝
ORD103553,2026-05-30,S02,P14,1,10.00,会员储值
ORD103554,2026-05-30,S03,P01,1,32.00,支付宝
ORD103555,2026-05-30,S02,P16,2,10.00,支付宝
ORD103556,2026-05-30,S02,P01,1,32.00,银行卡
ORD103557,2026-05-30,S01,P13,1,20.00,支付宝
ORD103558,2026-05-30,S04,P07,1,22.00,支付宝
ORD103559,2026-05-30,S01,P11,1,26.00,银行卡
ORD103560,2026-05-30,S02,P02,3,90.00,微信
ORD103561,2026-05-30,S01,P02,1,30.00,现金
ORD103562,2026-05-30,S01,P01,2,64.00,支付宝
ORD103563,2026-05-30,S04,P08,1,25.00,会员储值
ORD103564,2026-05-30,S04,P17,1,12.00,现金
ORD103565,2026-05-30,S01,P19,1,15.00,支付宝
ORD103566,2026-05-30,S03,P05,1,34.00,微信
ORD103567,2026-05-30,S03,P06,1,42.00,会员储值
ORD103568,2026-05-30,S01,P09,3,54.00,银行卡
ORD103569,2026-05-30,S01,P06,1,42.00,微信
ORD103570,2026-05-30,S01,P19,3,45.00,现金
ORD103571,2026-05-30,S04,P15,1,6.00,银行卡
ORD103572,2026-05-30,S03,P13,1,20.00,微信
ORD103573,2026-05-30,S04,P19,1,15.00,银行卡
ORD103574,2026-05-30,S03,P11,2,52.00,会员储值
ORD103576,2026-05-30,S02,P07,1,22.00,支付宝
ORD103577,2026-05-30,S04,P01,3,96.00,会员储值
ORD103578,2026-05-30,S02,P10,1,24.00,现金
ORD103579,2026-05-30,S01,P07,1,22.00,现金
ORD103580,2026-05-30,S04,P03,1,26.00,银行卡
ORD103581,2026-05-30,S04,P05,2,68.00,支付宝
ORD103582,2026-05-30,S05,P10,3,72.00,会员储值
ORD103583,2026-05-30,S02,P17,1,12.00,银行卡
ORD103584,2026-05-30,S02,P07,1,22.00,会员储值
ORD103585,2026-05-30,S04,P04,1,38.00,银行卡
ORD103586,2026-05-30,S04,P14,1,10.00,支付宝
ORD103587,2026-05-30,S02,P02,1,30.00,现金
ORD103588,2026-05-30,S04,P20,1,22.00,会员储值
ORD103589,2026-05-30,S03,P10,4,96.00,会员储值
ORD103590,2026-05-30,S01,P10,3,72.00,会员储值
ORD103591,2026-05-30,S03,P12,2,16.00,会员储值
ORD103592,2026-05-30,S03,P16,3,15.00,支付宝
ORD103593,2026-05-30,S05,P15,2,12.00,会员储值
ORD103594,2026-05-30,S05,P10,3,72.00,微信
ORD103595,2026-05-30,S03,P12,1,8.00,现金
ORD103596,2026-05-30,S02,P02,1,30.00,支付宝
ORD103597,2026-05-30,S01,P02,1,30.00,银行卡
ORD103598,2026-05-30,S05,P18,1,18.00,银行卡
ORD103599,2026-05-30,S02,P16,4,20.00,会员储值
ORD103600,2026-05-30,S05,P11,3,78.00,现金
ORD103601,2026-05-30,S01,P19,1,15.00,支付宝
ORD103602,2026-05-30,S04,P18,1,18.00,支付宝
ORD103603,2026-05-30,S01,P15,2,12.00,微信
ORD103604,2026-05-30,S05,P18,1,18.00,支付宝
ORD103605,2026-05-30,S02,P03,1,26.00,会员储值
ORD103606,2026-05-30,S01,P15,1,6.00,微信
ORD103607,2026-05-30,S02,P11,1,26.00,会员储值
ORD103608,2026-05-30,S02,P15,4,24.00,银行卡
ORD103609,2026-05-30,S03,P09,1,18.00,微信
ORD103610,2026-05-30,S03,P09,1,18.00,银行卡
ORD103611,2026-05-30,S01,P20,1,22.00,微信
ORD103612,2026-05-30,S02,P04,1,38.00,现金
ORD103613,2026-05-30,S01,P12,3,24.00,银行卡
ORD103614,2026-05-30,S02,P18,1,18.00,会员储值
ORD103615,2026-05-30,S02,P04,3,114.00,会员储值
ORD103616,2026-05-30,S01,P04,1,38.00,银行卡
ORD103617,2026-05-30,S03,P02,2,60.00,微信
ORD103618,2026-05-30,S03,P16,1,5.00,支付宝
ORD103619,2026-05-30,S04,P16,2,10.00,会员储值
ORD103620,2026-05-30,S04,P16,1,5.00,现金
ORD103621,2026-05-30,S01,P12,1,8.00,支付宝
ORD103622,2026-05-30,S03,P05,1,34.00,银行卡
ORD103623,2026-05-30,S03,P06,1,42.00,会员储值
ORD103624,2026-05-30,S03,P08,1,25.00,支付宝
ORD103625,2026-05-30,S02,P14,1,10.00,微信
ORD103626,2026-05-30,S04,P06,1,42.00,会员储值
ORD103627,2026-05-30,S04,P05,2,68.00,会员储值
ORD103628,2026-05-30,S05,P13,1,20.00,微信
ORD103629,2026-05-30,S01,P05,2,68.00,支付宝
ORD103630,2026-05-30,S01,P20,1,22.00,会员储值
ORD103631,2026-05-30,S03,P05,1,34.00,支付宝
ORD103632,2026-05-30,S02,P16,1,5.00,会员储值
ORD103633,2026-05-30,S02,P07,1,22.00,微信
ORD103634,2026-05-30,S05,P08,1,25.00,微信
ORD103635,2026-05-30,S02,P08,1,25.00,微信
ORD103636,2026-05-30,S01,P04,1,38.00,微信
ORD103637,2026-05-30,S02,P13,1,20.00,会员储值
ORD103638,2026-05-30,S04,P09,1,18.00,微信
ORD103639,2026-05-30,S03,P04,2,76.00,现金
ORD103640,2026-05-30,S03,P16,2,10.00,银行卡
ORD103641,2026-05-30,S02,P16,1,5.00,微信
ORD103642,2026-05-30,S02,P01,3,96.00,银行卡
ORD103643,2026-05-30,S03,P09,1,18.00,微信
ORD103644,2026-05-30,S03,P09,2,36.00,银行卡
ORD103645,2026-05-30,S04,P09,1,18.00,支付宝
ORD103646,2026-05-30,S03,P16,1,5.00,银行卡
ORD103647,2026-05-30,S03,P17,1,12.00,银行卡
ORD103648,2026-05-30,S01,P11,1,26.00,支付宝
ORD103649,2026-05-30,S02,P06,1,42.00,支付宝
ORD103650,2026-05-30,S01,P09,2,36.00,微信
ORD103651,2026-05-30,S01,P10,4,96.00,会员储值
ORD103652,2026-05-30,S05,P18,1,18.00,银行卡
ORD103653,2026-05-30,S03,P06,1,42.00,银行卡
ORD103654,2026-05-30,S04,P05,3,102.00,现金
ORD103655,2026-05-30,S02,P12,1,8.00,银行卡
ORD103656,2026-05-30,S01,P14,2,20.00,会员储值
ORD103657,2026-05-30,S01,P18,1,18.00,微信
ORD103658,2026-05-30,S04,P03,1,26.00,微信
ORD103659,2026-05-30,S04,P18,2,36.00,现金
ORD103660,2026-05-30,S01,P19,1,15.00,现金
ORD103661,2026-05-30,S02,P20,1,22.00,微信
ORD103662,2026-05-30,S05,P09,1,18.00,现金
ORD103663,2026-05-30,S04,P15,3,18.00,支付宝
ORD103664,2026-05-30,S01,P17,1,12.00,微信
ORD103665,2026-05-30,S01,P14,1,10.00,支付宝
ORD103666,2026-05-30,S05,P09,3,54.00,微信
ORD103667,2026-05-30,S05,P19,1,15.00,现金
ORD103668,2026-05-30,S03,P12,3,24.00,银行卡
ORD103669,2026-05-30,S05,P17,2,24.00,微信
ORD103670,2026-05-30,S03,P03,4,104.00,支付宝
ORD103671,2026-05-30,S04,P07,1,22.00,支付宝
ORD103672,2026-05-30,S02,P20,2,44.00,支付宝
ORD103673,2026-05-30,S04,P07,2,44.00,会员储值
ORD103674,2026-05-30,S03,P11,2,52.00,支付宝
ORD103675,2026-05-30,S04,P16,1,5.00,会员储值
ORD103676,2026-05-30,S05,P08,2,50.00,会员储值
ORD103678,2026-05-30,S01,P10,1,24.00,会员储值
ORD103679,2026-05-30,S02,P14,3,30.00,微信
ORD103680,2026-05-30,S04,P02,2,60.00,支付宝
ORD103681,2026-05-30,S01,P04,1,38.00,银行卡
ORD103682,2026-05-30,S03,P17,2,24.00,微信
ORD103683,2026-05-30,S01,P02,1,30.00,微信
ORD103684,2026-05-30,S01,P07,3,66.00,会员储值
ORD103685,2026-05-30,S05,P10,1,24.00,微信
ORD103686,2026-05-30,S04,P20,1,22.00,会员储值
ORD103687,2026-05-30,S03,P12,2,16.00,银行卡
ORD103688,2026-05-30,S01,P11,4,104.00,现金
ORD103689,2026-05-30,S05,P01,2,64.00,微信
ORD103690,2026-05-30,S03,P18,3,54.00,银行卡
ORD103691,2026-05-30,S03,P16,2,10.00,银行卡
ORD103692,2026-05-30,S05,P08,3,75.00,现金
ORD103693,2026-05-30,S02,P12,1,8.00,支付宝
ORD103694,2026-05-30,S05,P09,1,18.00,银行卡
ORD103695,2026-05-30,S03,P03,1,26.00,支付宝
ORD103696,2026-05-30,S03,P02,3,90.00,银行卡
ORD103697,2026-05-30,S01,P06,4,168.00,支付宝
ORD103698,2026-05-30,S03,P18,2,36.00,微信
ORD103699,2026-05-30,S04,P08,3,75.00,现金
ORD103700,2026-05-30,S05,P19,1,15.00,支付宝
